OBSR_NO.,DAY,Location,No. Empl,Customer Sat,Application Used,Loan/Lease,Approved/Dis,Amount,Approval Time,Wait for Info,Wait - Discrete,Cycle Time,Log10 Cycle Time,Cycle Time - Discrete
1963,20,Paris,9,5,2,Lease,Approved,33,3,1,Yes,5,0.69897,Pass
1964,20,New York,11,3,2,Lease,Approved,89,5,0,No,9,0.95424,Fail
1965,20,Sydney,13,3,3,Lease,Disapproved,25,8,3,Yes,16,1.20412,Fail
1966,20,New York,12,3,3,Lease,Approved,59,4,2,Yes,7,0.8451,Pass
1967,20,Sydney,15,3,3,Lease,Disapproved,38,8,3,Yes,15,1.17609,Fail
1968,20,Sydney,12,3,3,Lease,Approved,57,12,3,Yes,26,1.41497,Fail
1969,20,New York,9,3,3,Lease,Approved,46,3,0,No,5,0.69897,Pass
1970,20,Sydney,5,3,3,Lease,Approved,65,7,3,Yes,14,1.14613,Fail
1971,20,Paris,12,4,2,Lease,Approved,61,4,2,Yes,6,0.77815,Pass
1972,20,Sydney,7,2,1,Lease,Approved,22,8,3,Yes,16,1.20412,Fail
1973,20,New York,8,2,3,Lease,Approved,53,6,2,Yes,11,1.04139,Fail
1974,20,New York,17,4,1,Loan,Disapproved,74,5,2,Yes,10,1,Fail
1975,20,New York,11,2,3,Loan,Approved,65,5,0,No,9,0.95424,Fail
1976,20,Paris,14,4,2,Loan,Disapproved,49,2,0,No,4,0.60206,Pass
1977,20,Paris,8,4,2,Lease,Approved,48,2,0,No,4,0.60206,Pass
1978,20,Paris,10,5,3,Lease,Approved,135,2,0,No,4,0.60206,Pass
1979,20,Sydney,11,5,3,Lease,Approved,56,6,1,Yes,12,1.07918,Fail
1980,20,New York,4,3,1,Lease,Approved,35,5,0,No,9,0.95424,Fail
1981,20,Sydney,8,1,1,Lease,Approved,41,12,3,Yes,26,1.41497,Fail
1982,20,Paris,9,5,2,Lease,Approved,72,3,1,Yes,5,0.69897,Pass
1983,20,Sydney,10,3,3,Lease,Approved,43,8,6,Yes,15,1.17609,Fail
1984,20,New York,14,2,3,Lease,Disapproved,94,7,1,Yes,13,1.11394,Fail
1985,20,Sydney,10,5,1,Lease,Approved,55,7,2,Yes,12,1.07918,Fail
1986,20,Sydney,13,2,1,Loan,Disapproved,29,7,2,Yes,13,1.11394,Fail
1987,20,New York,10,5,2,Lease,Approved,38,5,0,No,10,1,Fail
1988,20,New York,11,1,3,Lease,Approved,27,8,3,Yes,16,1.20412,Fail
1989,20,Sydney,8,1,2,Lease,Approved,36,14,3,Yes,30,1.47712,Fail
1990,20,New York,10,5,1,Lease,Approved,25,3,1,Yes,5,0.69897,Pass
1991,20,New York,12,5,2,Lease,Approved,81,4,0,No,8,0.90309,Pass
1992,20,Paris,12,5,2,Lease,Approved,32,4,1,Yes,6,0.77815,Pass
1993,20,Sydney,10,4,1,Loan,Approved,63,7,1,Yes,13,1.11394,Fail
1994,20,New York,11,5,1,Lease,Approved,54,4,0,No,7,0.8451,Pass
1995,20,New York,8,5,3,Loan,Approved,35,4,0,No,8,0.90309,Pass
1996,20,Sydney,11,5,3,Lease,Approved,69,7,3,Yes,14,1.14613,Fail
1997,20,Paris,13,4,1,Lease,Disapproved,68,2,0,No,4,0.60206,Pass
1998,20,Sydney,9,2,1,Loan,Approved,37,8,3,Yes,15,1.17609,Fail
1999,20,Sydney,13,4,2,Lease,Disapproved,56,8,3,Yes,15,1.17609,Fail
2000,20,New York,11,5,3,Lease,Approved,25,6,2,Yes,12,1.07918,Fail
2001,20,Sydney,6,4,3,Lease,Approved,71,5,2,Yes,10,1,Fail
2002,20,New York,11,4,1,Loan,Approved,42,5,0,No,9,0.95424,Fail
2003,20,Sydney,6,4,2,Lease,Approved,33,9,8,Yes,18,1.25527,Fail
2004,20,New York,11,4,1,Lease,Approved,84,4,1,Yes,7,0.8451,Pass
2005,20,Sydney,13,4,1,Lease,Disapproved,25,11,5,Yes,22,1.34242,Fail
2006,20,Sydney,12,4,1,Lease,Approved,39,7,3,Yes,14,1.14613,Fail
2007,20,Sydney,13,4,3,Loan,Disapproved,38,7,3,Yes,14,1.14613,Fail
2008,20,New York,11,4,2,Loan,Approved,67,3,1,Yes,5,0.69897,Pass
2009,20,Paris,7,4,1,Lease,Approved,76,4,1,Yes,7,0.8451,Pass
2010,20,New York,10,4,1,Lease,Approved,55,5,0,No,9,0.95424,Fail
2011,20,New York,5,4,2,Lease,Approved,71,4,0,No,8,0.90309,Pass
2012,20,Sydney,15,4,2,Lease,Disapproved,42,6,2,Yes,11,1.04139,Fail
2013,20,New York,9,4,1,Lease,Approved,53,6,3,Yes,12,1.07918,Fail
2014,20,Sydney,9,4,3,Lease,Approved,64,12,2,Yes,26,1.41497,Fail
2015,20,Sydney,13,4,1,Lease,Disapproved,65,12,3,Yes,26,1.41497,Fail
2016,20,Sydney,7,3,1,Lease,Approved,39,10,4,Yes,19,1.27875,Fail
2017,20,New York,14,3,1,Lease,Disapproved,38,3,0,No,5,0.69897,Pass
2018,20,New York,12,3,1,Lease,Approved,67,3,1,Yes,5,0.69897,Pass
2019,20,New York,5,3,2,Loan,Approved,16,6,2,Yes,12,1.07918,Fail
2020,20,New York,15,3,3,Loan,Disapproved,35,3,0,No,5,0.69897,Pass
